adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids
0.3 mL PO TID after meals,3 days,,,,abdominal_gas_peds,Pediatric abdominal gas / bloating,False,False,source_missing_hide_from_rx,False,Simethicone 40 mg./0.6 ml.,gold_regimen_950ad89894d2,,False,RX1,RX NOW,BDS001013,FRM0082,False,False,
1 tsp PO QID before meals,3 days,,,,abdominal_gas_peds,Pediatric abdominal gas / bloating,False,False,source_missing_hide_from_rx,False,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,gold_regimen_4d4f7d91f5a2,,False,SWAP1,SWAP,BDS008034,FRM0082,False,False,
0.3 mL PO TID after meals,3 days,,,,abdominal_gas_peds,Pediatric abdominal gas / bloating,False,False,source_missing_hide_from_rx,False,Simethicone 40 mg./0.6 ml.,gold_regimen_ed564b681143,,False,RX1,RX NOW,BDS001013,FRM0082,False,False,
1 tsp PO QID before meals,3 days,,,,abdominal_gas_peds,Pediatric abdominal gas / bloating,False,False,source_missing_hide_from_rx,False,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,gold_regimen_f9514d98d8e3,,False,SWAP1,SWAP,BDS008034,FRM0082,False,False,
1 tsp PO QID before meals,3 days,,,,abdominal_colic_peds,Pediatric abdominal colic support,False,False,source_missing_hide_from_rx,False,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,gold_regimen_4824bea0493e,,False,RX1,RX NOW,BDS008034,FRM0083,False,False,
0.3 mL PO TID after meals,3 days,,,,abdominal_colic_peds,Pediatric abdominal colic support,False,False,source_missing_hide_from_rx,False,Simethicone 40 mg./0.6 ml.,gold_regimen_bf189c9c6af6,,False,SWAP1,SWAP,BDS001013,FRM0083,False,False,
1 tsp PO QID before meals,3 days,,,,abdominal_colic_peds,Pediatric abdominal colic support,False,False,source_missing_hide_from_rx,False,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,gold_regimen_fa708c6861f1,,False,RX1,RX NOW,BDS008034,FRM0083,False,False,
0.3 mL PO TID after meals,3 days,,,,abdominal_colic_peds,Pediatric abdominal colic support,False,False,source_missing_hide_from_rx,False,Simethicone 40 mg./0.6 ml.,gold_regimen_611ba0172803,,False,SWAP1,SWAP,BDS001013,FRM0083,False,False,
1 tsp PO QID before meals,3 days,,,,abdominal_colic_peds,Pediatric abdominal colic support,False,False,source_missing_hide_from_rx,False,Dicyclomine 5 mg.+Simethicone 50 mg./5 ml.,gold_regimen_6f29c9f57275,,False,RX1,RX NOW,BDS008034,FRM0083,False,False,
0.3 mL PO TID after meals,3 days,,,,abdominal_colic_peds,Pediatric abdominal colic support,False,False,source_missing_hide_from_rx,False,Simethicone 40 mg./0.6 ml.,gold_regimen_92204d86231d,,False,SWAP1,SWAP,BDS001013,FRM0083,False,False,
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_e7356cd56e3f,,False,RX1,RX NOW,BDS008282,FRM0084,False,False,
1 sachet PO BID,3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Lyophilized Saccharomyces boulardii 250 mg.,gold_regimen_14c4886d1452,,False,RX2,RX NOW,BDS001248,FRM0084,False,False,
1 sachet PO q8h,2–3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_c57bc79ca3cd,,False,SWAP1,SWAP,BDS002108,FRM0084,False,False,
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_56c01f77721d,,False,RX1,RX NOW,BDS008282,FRM0084,False,False,
1 sachet PO BID,3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Lyophilized Saccharomyces boulardii 250 mg.,gold_regimen_de50e52ed4c0,,False,RX2,RX NOW,BDS001248,FRM0084,False,False,
1 sachet PO q8h,2–3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_e9dbdba9c76e,,False,SWAP1,SWAP,BDS002108,FRM0084,False,False,
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_76615d5ad707,,False,RX1,RX NOW,BDS008282,FRM0084,False,False,
1 sachet PO BID,3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Lyophilized Saccharomyces boulardii 250 mg.,gold_regimen_b0b556c426f0,,False,RX2,RX NOW,BDS001248,FRM0084,False,False,
1 sachet PO q8h,2–3 days,,,,acute_gastroenteritis_peds_mild,Pediatric mild gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_8bbb38626ccb,,False,SWAP1,SWAP,BDS002108,FRM0084,False,False,
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_c663ae709b73,,False,RX1,RX NOW,BDS008282,FRM0085,False,False,
1 sachet PO q8h,2–3 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_5d5388bd4c3b,,False,SWAP1,SWAP,BDS002108,FRM0085,False,False,
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_d43dd46bebbb,,False,RX1,RX NOW,BDS008282,FRM0085,False,False,
1 sachet PO q8h,2–3 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_b06fccf0799b,,False,SWAP1,SWAP,BDS002108,FRM0085,False,False,
1 sachet in 150 mL water; small frequent sips,1–2 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_c1901f5d8467,,False,RX1,RX NOW,BDS008282,FRM0085,False,False,
1 sachet PO q8h,2–3 days,,,,acute_watery_diarrhea_peds_rehydration,Pediatric watery diarrhea rehydration support,False,False,source_missing_hide_from_rx,False,Racecadotril 30 mg.,gold_regimen_3724431895ee,,False,SWAP1,SWAP,BDS002108,FRM0085,False,False,
1–2 tsp PO OD,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_0269b03d7056,,False,RX1,RX NOW,BDS004212,FRM0086,False,False,
clean/rinse nasal cavity PRN,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_4e817822dda8,,False,RX2,RX NOW,BDS044320,FRM0086,False,False,
1–2 tsp PO OD,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_ffc681badc7d,,False,RX1,RX NOW,BDS004212,FRM0086,False,False,
clean/rinse nasal cavity PRN,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_198a5c9250a0,,False,RX2,RX NOW,BDS044320,FRM0086,False,False,
1–2 tsp PO OD,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_901c6c2b7a69,,False,RX1,RX NOW,BDS004212,FRM0086,False,False,
clean/rinse nasal cavity PRN,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_65e93abacf14,,False,RX2,RX NOW,BDS044320,FRM0086,False,False,
2 tsp PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 15 mg./5 ml.,gold_regimen_51f05355e5db,,False,RX1,RX NOW,BDS002691,FRM0087,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_8b24ca774e7f,,False,RX2,RX NOW,BDS003763,FRM0087,False,False,
1–2 tsp PO TID–QID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_e085e2c32301,,False,SWAP1,SWAP,BDS001257,FRM0087,False,False,
1 sachet dissolved PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_44a10bc0d0f1,,False,SWAP2,SWAP,BDS043123,FRM0087,False,False,
2 tsp PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 15 mg./5 ml.,gold_regimen_63a8b1a19ee4,,False,RX1,RX NOW,BDS002691,FRM0087,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_703c5e12c67d,,False,RX2,RX NOW,BDS003763,FRM0087,False,False,
1–2 tsp PO TID–QID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_5607ff652725,,False,SWAP1,SWAP,BDS001257,FRM0087,False,False,
1 sachet dissolved PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_a21575d42293,,False,SWAP2,SWAP,BDS043123,FRM0087,False,False,
2 tsp PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 15 mg./5 ml.,gold_regimen_1360a6afee84,,False,RX1,RX NOW,BDS002691,FRM0087,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_57ac20ceee39,,False,RX2,RX NOW,BDS003763,FRM0087,False,False,
1–2 tsp PO TID–QID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_3423dc70921f,,False,SWAP1,SWAP,BDS001257,FRM0087,False,False,
1 sachet dissolved PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_26f1669e5fda,,False,SWAP2,SWAP,BDS043123,FRM0087,False,False,
1–2 tsp PO TID–QID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_93e8c5fca19a,,False,RX1,RX NOW,BDS001257,FRM0088,False,False,
1 sachet dissolved PO TID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_4e854ed93edc,,False,SWAP1,SWAP,BDS043123,FRM0088,False,False,
1–2 tsp PO TID–QID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_3ed5f086eb00,,False,RX1,RX NOW,BDS001257,FRM0088,False,False,
1 sachet dissolved PO TID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_1a96bc50fc7e,,False,SWAP1,SWAP,BDS043123,FRM0088,False,False,
1–2 tsp PO TID–QID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_7c1d8d310663,,False,RX1,RX NOW,BDS001257,FRM0088,False,False,
1 sachet dissolved PO TID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_308fa009725a,,False,SWAP1,SWAP,BDS043123,FRM0088,False,False,
clean/rinse nasal cavity PRN,5 days,,,,nasal_irritation_peds,Pediatric nasal irritation support,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_59727afe39b3,,False,RX1,RX NOW,BDS044320,FRM0089,False,False,
clean/rinse nasal cavity PRN,5 days,,,,nasal_irritation_peds,Pediatric nasal irritation support,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_80dda7ab9edf,,False,RX1,RX NOW,BDS044320,FRM0089,False,False,
clean/rinse nasal cavity PRN,5 days,,,,nasal_irritation_peds,Pediatric nasal irritation support,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_a010c4d03db8,,False,RX1,RX NOW,BDS044320,FRM0089,False,False,
1 dropper PO QID after meals and HS,5–7 days,,,,oral_thrush_peds,Pediatric oral thrush,False,False,source_missing_hide_from_rx,False,"Nystatin 100,000 Unit/1 ml.",gold_regimen_fbd8d841796c,,False,RX1,RX NOW,BDS045631,FRM0090,False,False,
1 dropper PO QID after meals and HS,5–7 days,,,,oral_thrush_peds,Pediatric oral thrush,False,False,source_missing_hide_from_rx,False,"Nystatin 100,000 Unit/1 ml.",gold_regimen_f02096bf2889,,False,RX1,RX NOW,BDS045631,FRM0090,False,False,
1 dropper PO QID after meals and HS,5–7 days,,,,oral_thrush_peds,Pediatric oral thrush,False,False,source_missing_hide_from_rx,False,"Nystatin 100,000 Unit/1 ml.",gold_regimen_b8fc2e2f8100,,False,RX1,RX NOW,BDS045631,FRM0090,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,viral_fever_peds_support,Pediatric viral fever support,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_b788087beb2c,,False,RX1,RX NOW,BDS003763,FRM0091,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,viral_fever_peds_support,Pediatric viral fever support,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_312b348e6a96,,False,RX1,RX NOW,BDS003763,FRM0091,False,False,
5 mL PO q6h PRN fever/pain,3 days,,,,viral_fever_peds_support,Pediatric viral fever support,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_28ae2ea377cb,,False,RX1,RX NOW,BDS003763,FRM0091,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_0c9ba1acc32d,,False,RX1,RX NOW,BDS001437,FRM0092,False,False,
1 drop affected eye BID,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_6d0554de99f1,,False,SWAP1,SWAP,BDS001847,FRM0092,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_f7d907b6b4f0,,False,SWAP2,SWAP,BDS003721,FRM0092,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_daffc9918aeb,,False,RX1,RX NOW,BDS001437,FRM0092,False,False,
1 drop affected eye BID,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_51ec7e6327cf,,False,SWAP1,SWAP,BDS001847,FRM0092,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_d31a2294d5fa,,False,SWAP2,SWAP,BDS003721,FRM0092,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_a56032ae36fe,,False,RX1,RX NOW,BDS001437,FRM0092,False,False,
1 drop affected eye BID,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_e305fe1040a8,,False,SWAP1,SWAP,BDS001847,FRM0092,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_conjunctivitis_adult,Acute bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_8f3f7dbde105,,False,SWAP2,SWAP,BDS003721,FRM0092,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_588d6099a673,,False,RX1,RX NOW,BDS001437,FRM0093,False,False,
1 drop affected eye BID,5 days,,,,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_292ee5d8fa21,,False,SWAP1,SWAP,BDS001847,FRM0093,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_08f02d37b7eb,,False,RX1,RX NOW,BDS001437,FRM0093,False,False,
1 drop affected eye BID,5 days,,,,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_1c4f84f104aa,,False,SWAP1,SWAP,BDS001847,FRM0093,False,False,
2–3 drops affected eye QID–5x/day,5 days,,,,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Chloramphenicol 5 mg./1 ml.,gold_regimen_f03657b037f0,,False,RX1,RX NOW,BDS001437,FRM0093,False,False,
1 drop affected eye BID,5 days,,,,bacterial_conjunctivitis_peds,Pediatric bacterial conjunctivitis,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_b02a7187fd23,,False,SWAP1,SWAP,BDS001847,FRM0093,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_da9d4a44dd08,,False,RX1,RX NOW,BDS003721,FRM0094,False,False,
1 drop affected eye BID,5 days,,,,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_8d20d9a06a74,,False,SWAP1,SWAP,BDS001847,FRM0094,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_d0729027e26e,,False,RX1,RX NOW,BDS003721,FRM0094,False,False,
1 drop affected eye BID,5 days,,,,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_0f08666f29ce,,False,SWAP1,SWAP,BDS001847,FRM0094,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_a13c87a8d1be,,False,RX1,RX NOW,BDS003721,FRM0094,False,False,
1 drop affected eye BID,5 days,,,,bacterial_eyelid_infection_adult,Bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_9a8a52ad1616,,False,SWAP1,SWAP,BDS001847,FRM0094,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_a237edc9c8db,,False,RX1,RX NOW,BDS003721,FRM0095,False,False,
1 drop affected eye BID,5 days,,,,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_14cdf01091c7,,False,SWAP1,SWAP,BDS001847,FRM0095,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_321048974cd9,,False,RX1,RX NOW,BDS003721,FRM0095,False,False,
1 drop affected eye BID,5 days,,,,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_e34a0a38e6cb,,False,SWAP1,SWAP,BDS001847,FRM0095,False,False,
apply ophthalmic ointment HS,5 days,,,,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",gold_regimen_18e74963ab32,,False,RX1,RX NOW,BDS003721,FRM0095,False,False,
1 drop affected eye BID,5 days,,,,bacterial_eyelid_infection_peds,Pediatric bacterial eyelid infection / stye support,False,False,source_missing_hide_from_rx,False,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,gold_regimen_2278a1f3acbd,,False,SWAP1,SWAP,BDS001847,FRM0095,False,False,
2.5 mL PO BID,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,gold_regimen_a412205b5728,,False,RX1,RX NOW,BDS001047,FRM0096,False,False,
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_dd3509768895,,False,RX2,RX NOW,BDS044320,FRM0096,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_916db6315ff1,,False,SWAP1,SWAP,BDS002215,FRM0096,False,False,
2.5 mL PO BID,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,gold_regimen_a7ebd6e9b7e6,,False,RX1,RX NOW,BDS001047,FRM0096,False,False,
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_e8ee86b92591,,False,RX2,RX NOW,BDS044320,FRM0096,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_14e5a40520cd,,False,SWAP1,SWAP,BDS002215,FRM0096,False,False,
2.5 mL PO BID,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,gold_regimen_2ecc366745fa,,False,RX1,RX NOW,BDS001047,FRM0096,False,False,
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_47cb8b1b75d9,,False,RX2,RX NOW,BDS044320,FRM0096,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_8e6523d1c733,,False,SWAP1,SWAP,BDS002215,FRM0096,False,False,
